GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Aug 03 15:03:59 GMT-05:00 2024,03-ago-2024 15:04:00.729,-74.10494338721037,4.606192954815924,39.815997022628835,2.5,2579.0,126.5999984741211,0.0,-0.04,0.87,
Sat Aug 03 15:04:00 GMT-05:00 2024,03-ago-2024 15:04:01.728,-74.10484867170453,4.606128288432956,40.24799659919745,2.5,2579.0,126.0999984741211,0.02,-0.09,0.9,
Sat Aug 03 15:04:01 GMT-05:00 2024,03-ago-2024 15:04:02.729,-74.10477356985211,4.606074267067015,38.23199857521058,2.5,2579.0,125.5999984741211,0.03,-0.09,0.92,
Sat Aug 03 15:04:02 GMT-05:00 2024,03-ago-2024 15:04:03.730,-74.1047159023583,4.606024813838303,35.35199796485904,2.5,2579.0,125.30000305175781,0.05,-0.09,0.9,
Sat Aug 03 15:04:03 GMT-05:00 2024,03-ago-2024 15:04:04.730,-74.10463510081172,4.605982527136803,33.29999911785126,2.5,2578.0,123.9000015258789,0.07,-0.1,0.91,
Sat Aug 03 15:04:04 GMT-05:00 2024,03-ago-2024 15:04:05.731,-74.10457248799503,4.605943006463349,29.736000036239602,2.5,2578.0,123.30000305175781,0.13,-0.1,0.89,
Sat Aug 03 15:04:05 GMT-05:00 2024,03-ago-2024 15:04:06.730,-74.10452295094728,4.605905539356172,23.65199827480319,2.5,2578.0,127.0999984741211,0.11,0.0,0.9,
Sat Aug 03 15:04:06 GMT-05:00 2024,03-ago-2024 15:04:07.731,-74.10450140945613,4.605880309827626,16.30799860668185,2.5,2578.0,136.5,0.14,0.04,0.87,
Sat Aug 03 15:04:07 GMT-05:00 2024,03-ago-2024 15:04:08.730,-74.10448581911623,4.6058621210977435,10.295999349594126,2.5,2579.0,152.60000610351562,0.09,0.03,0.88,
Sat Aug 03 15:04:08 GMT-05:00 2024,03-ago-2024 15:04:09.730,-74.10448271781206,4.6058420883491635,7.01999955654145,2.5,2580.0,176.1999969482422,0.0,0.01,0.89,
Sat Aug 03 15:04:10 GMT-05:00 2024,03-ago-2024 15:04:10.730,-74.10450786352158,4.605810027569532,9.25199951457978,2.5,2581.0,208.8000030517578,-0.03,0.01,0.89,
Sat Aug 03 15:04:12 GMT-05:00 2024,03-ago-2024 15:04:12.731,-74.10454725846648,4.605777547694743,16.55999921798707,2.0,2579.0,214.10000610351562,-0.08,0.07,0.88,
Sat Aug 03 15:04:13 GMT-05:00 2024,03-ago-2024 15:04:14.733,-74.10456980578601,4.605743014253676,23.00399890995027,1.5,2581.0,211.6999969482422,-0.04,0.02,0.89,
Sat Aug 03 15:04:14 GMT-05:00 2024,03-ago-2024 15:04:15.732,-74.10461590625346,4.605706720612943,28.36799794387821,1.5,2581.0,212.5,-0.11,0.02,0.86,
Sat Aug 03 15:04:16 GMT-05:00 2024,03-ago-2024 15:04:16.733,-74.10470148548484,4.605614268220961,34.163998270988486,2.0,2579.0,207.1999969482422,-0.08,0.08,0.88,
Sat Aug 03 15:04:18 GMT-05:00 2024,03-ago-2024 15:04:18.734,-74.10474347881973,4.605535101145506,26.639997920990027,2.0,2582.0,203.3000030517578,-0.01,-0.09,0.89,
Sat Aug 03 15:04:19 GMT-05:00 2024,03-ago-2024 15:04:19.734,-74.10475404001772,4.605511212721467,18.21599931144715,2.0,2583.0,198.3000030517578,0.01,-0.12,0.9,
Sat Aug 03 15:04:20 GMT-05:00 2024,03-ago-2024 15:04:21.734,-74.10474381409585,4.6055134339258075,8.13599975013733,2.0,2585.0,196.6999969482422,-0.01,-0.01,0.89,
Sat Aug 03 15:04:21 GMT-05:00 2024,03-ago-2024 15:04:22.734,-74.10473769530654,4.605513475835323,3.8519996576309268,2.0,2586.0,197.3000030517578,-0.06,0.1,0.88,
Sat Aug 03 15:04:22 GMT-05:00 2024,03-ago-2024 15:04:23.738,-74.10474414937198,4.6055054711177945,4.319999628067023,1.5,2587.0,196.10000610351562,-0.07,0.16,0.89,
Sat Aug 03 15:04:23 GMT-05:00 2024,03-ago-2024 15:04:24.738,-74.10474616102874,4.605499310418963,8.207999679565432,1.5,2586.0,193.0,-0.05,0.08,0.88,
Sat Aug 03 15:04:25 GMT-05:00 2024,03-ago-2024 15:04:25.737,-74.10476736724377,4.605454844422638,13.499999642372131,1.5,2586.0,184.6999969482422,-0.03,0.02,0.89,
Sat Aug 03 15:04:26 GMT-05:00 2024,03-ago-2024 15:04:26.737,-74.10478614270687,4.60542852524668,13.067999207496655,1.5,2587.0,183.3000030517578,-0.02,0.02,0.89,
Sat Aug 03 15:04:28 GMT-05:00 2024,03-ago-2024 15:04:28.738,-74.10482159815729,4.605378108099103,12.167999231338513,1.5,2587.0,182.0,-0.01,0.04,0.87,
Sat Aug 03 15:04:29 GMT-05:00 2024,03-ago-2024 15:04:29.741,-74.10483861342072,4.605353088118136,12.959999313354501,1.5,2588.0,182.8000030517578,0.0,0.07,0.88,
Sat Aug 03 15:04:31 GMT-05:00 2024,03-ago-2024 15:04:31.741,-74.1048792656511,4.60529122967273,15.659999241828928,1.5,2587.0,184.1999969482422,0.0,0.01,0.88,
Sat Aug 03 15:04:32 GMT-05:00 2024,03-ago-2024 15:04:32.742,-74.10489946603775,4.605261851102114,14.507998654365565,1.0,2587.0,182.3000030517578,0.01,-0.07,0.89,
Sat Aug 03 15:04:33 GMT-05:00 2024,03-ago-2024 15:04:33.742,-74.10491581074893,4.6052356995642185,10.835999678611756,1.5,2587.0,177.1999969482422,0.01,-0.08,0.89,
Sat Aug 03 15:04:34 GMT-05:00 2024,03-ago-2024 15:04:34.744,-74.10492754541337,4.605216379277408,7.883999997138972,1.5,2587.0,170.6999969482422,0.04,-0.03,0.89,
Sat Aug 03 15:04:35 GMT-05:00 2024,03-ago-2024 15:04:35.746,-74.10493902862072,4.60520280059427,6.479999656677251,1.5,2587.0,168.39999389648438,0.03,0.03,0.88,
Sat Aug 03 15:04:36 GMT-05:00 2024,03-ago-2024 15:04:36.749,-74.10494925454259,4.605191736482084,6.479999656677251,1.5,2587.0,170.8000030517578,0.02,0.0,0.87,
Sat Aug 03 15:04:37 GMT-05:00 2024,03-ago-2024 15:04:37.746,-74.10495964810252,4.605183899402618,6.479999656677251,1.5,2587.0,177.3000030517578,0.02,0.02,0.89,
Sat Aug 03 15:04:38 GMT-05:00 2024,03-ago-2024 15:04:38.747,-74.10497264005244,4.605178702622652,5.2199996042251655,2.0,2587.0,182.8000030517578,0.03,-0.12,0.92,
Sat Aug 03 15:04:39 GMT-05:00 2024,03-ago-2024 15:04:39.745,-74.10497431643307,4.605166632682085,4.4999998807907104,9.5,2586.0,235.39999389648438,0.1,0.41,0.63,
Sat Aug 03 15:04:40 GMT-05:00 2024,03-ago-2024 15:04:40.751,-74.1049950197339,4.605162860825658,3.6359998693466196,8.0,2586.0,237.5,0.09,0.58,0.42,
Sat Aug 03 15:04:41 GMT-05:00 2024,03-ago-2024 15:04:41.746,-74.10502041690052,4.605152341537178,2.5199998903274548,8.0,2586.0,238.1999969482422,0.61,0.71,-0.28,
Sat Aug 03 15:04:42 GMT-05:00 2024,03-ago-2024 15:04:42.747,-74.10500784404576,4.6051591308787465,3.1319999341964717,8.0,2586.0,208.39999389648438,0.47,0.88,-0.12,
Sat Aug 03 15:04:43 GMT-05:00 2024,03-ago-2024 15:04:43.748,-74.10499954596162,4.605164369568229,0.8999999761581421,8.5,2586.0,206.39999389648438,0.68,0.71,-0.19,
Sat Aug 03 15:04:44 GMT-05:00 2024,03-ago-2024 15:04:44.747,-74.10500759258866,4.605168895795941,1.4399998760223411,8.0,2586.0,204.3000030517578,0.81,0.61,0.0,
Sat Aug 03 15:04:45 GMT-05:00 2024,03-ago-2024 15:04:45.747,-74.10500004887581,4.605171871371567,3.167999898910523,9.0,2585.0,141.8000030517578,0.84,0.48,-0.25,
Sat Aug 03 15:04:46 GMT-05:00 2024,03-ago-2024 15:04:46.747,-74.10499921068549,4.605183061212301,2.3759998168945344,9.0,2585.0,119.30000305175781,0.81,0.54,-0.06,
Sat Aug 03 15:04:47 GMT-05:00 2024,03-ago-2024 15:04:47.748,-74.10498345270753,4.605174846947193,2.6279997844696084,9.0,2585.0,97.69999694824219,0.71,0.61,-0.1,
Sat Aug 03 15:04:48 GMT-05:00 2024,03-ago-2024 15:04:48.749,-74.10495922900736,4.60517346393317,3.1319999341964717,9.0,2585.0,78.0,0.82,0.44,0.2,
Sat Aug 03 15:04:49 GMT-05:00 2024,03-ago-2024 15:04:49.749,-74.10494514741004,4.605170991271734,3.419999866485597,9.5,2585.0,78.5,0.49,0.68,0.42,
Sat Aug 03 15:04:50 GMT-05:00 2024,03-ago-2024 15:04:50.750,-74.10493584349751,4.605162441730499,4.283999663352972,11.0,2586.0,87.0,0.38,0.54,0.68,
Sat Aug 03 15:04:51 GMT-05:00 2024,03-ago-2024 15:04:51.751,-74.10493307746947,4.605164872482419,3.2759997930526765,9.5,2585.0,20.899999618530273,-0.04,0.44,0.92,
Sat Aug 03 15:04:52 GMT-05:00 2024,03-ago-2024 15:04:52.756,-74.10494992509484,4.6051768166944385,1.1879999084472672,7.5,2584.0,4.199999809265137,0.09,0.53,0.6,
Sat Aug 03 15:04:53 GMT-05:00 2024,03-ago-2024 15:04:53.750,-74.10493986681104,4.605177277699113,2.2319999580383296,6.5,2585.0,331.8999938964844,-0.93,-0.31,0.22,
Sat Aug 03 15:04:54 GMT-05:00 2024,03-ago-2024 15:04:54.753,-74.10494196228683,4.605182432569563,1.7999999523162842,6.0,2585.0,313.29998779296875,-1.0,-0.26,-0.42,
Sat Aug 03 15:04:55 GMT-05:00 2024,03-ago-2024 15:04:55.758,-74.10493399947882,4.6051812171936035,1.1159999790191648,5.5,2585.0,313.29998779296875,-0.45,-0.72,-0.27,
Sat Aug 03 15:04:56 GMT-05:00 2024,03-ago-2024 15:04:56.751,-74.1049347538501,4.605176439508796,2.4119997816085856,5.0,2586.0,313.29998779296875,-0.39,-0.92,-0.15,
Sat Aug 03 15:04:57 GMT-05:00 2024,03-ago-2024 15:04:57.752,-74.10493936389685,4.605180420912802,1.47599994802475,5.0,2586.0,313.29998779296875,-0.45,-0.87,-0.25,
Sat Aug 03 15:04:58 GMT-05:00 2024,03-ago-2024 15:04:58.753,-74.10493961535394,4.6051788283512,2.1599998140335117,5.0,2587.0,313.29998779296875,-0.08,-0.9,-0.16,
Sat Aug 03 15:04:59 GMT-05:00 2024,03-ago-2024 15:04:59.753,-74.1049521882087,4.6051800437271595,0.143999992966652,5.0,2587.0,313.29998779296875,-0.08,-1.0,-0.13,
Sat Aug 03 15:05:00 GMT-05:00 2024,03-ago-2024 15:05:00.754,-74.10496920347214,4.605178451165557,2.80799982261658,5.0,2586.0,313.29998779296875,-0.04,-1.03,-0.06,
