GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sun Dec 29 16:17:21 GMT-05:00 2024,29-dic-2024 16:17:22.577,-72.92511926963925,4.60942137055099,7.84800003242492,3.0,294.0,318.70001220703125,0.01,0.89,0.26,
Sun Dec 29 16:17:22 GMT-05:00 2024,29-dic-2024 16:17:23.576,-72.92513309977949,4.609437212347984,8.45999943256379,3.0,294.0,320.6000061035156,-0.63,0.49,0.16,
Sun Dec 29 16:17:23 GMT-05:00 2024,29-dic-2024 16:17:24.575,-72.9251447506249,4.609449324198067,6.551999586105353,3.0,294.0,321.0,-0.04,0.6,0.68,
Sun Dec 29 16:17:24 GMT-05:00 2024,29-dic-2024 16:17:25.576,-72.9251579940319,4.609460891224444,7.199999809265137,3.0,294.0,306.70001220703125,0.02,0.61,0.66,
Sun Dec 29 16:17:25 GMT-05:00 2024,29-dic-2024 16:17:26.576,-72.92517266236246,4.609471200965345,6.551999586105353,3.0,294.0,306.20001220703125,0.02,0.59,0.7,
Sun Dec 29 16:17:26 GMT-05:00 2024,29-dic-2024 16:17:27.576,-72.92518682777882,4.6094807563349605,6.371999762535097,3.0,294.0,303.3999938964844,-0.07,0.51,0.74,
Sun Dec 29 16:17:27 GMT-05:00 2024,29-dic-2024 16:17:28.576,-72.92520317249,4.609490940347314,5.435999821662904,3.0,294.0,306.79998779296875,-0.09,0.27,0.56,
Sun Dec 29 16:17:28 GMT-05:00 2024,29-dic-2024 16:17:29.578,-72.92521465569735,4.60949806496501,5.183999639511114,3.0,294.0,308.6000061035156,0.07,0.07,0.86,
Sun Dec 29 16:17:29 GMT-05:00 2024,29-dic-2024 16:17:30.575,-72.92523133568466,4.6095054829493165,6.695999874114989,3.0,294.0,309.79998779296875,0.08,0.07,0.85,
Sun Dec 29 16:17:30 GMT-05:00 2024,29-dic-2024 16:17:31.576,-72.92524290271103,4.60951860062778,7.955999926567074,3.0,294.0,320.5,0.07,0.06,0.88,
Sun Dec 29 16:17:31 GMT-05:00 2024,29-dic-2024 16:17:32.575,-72.92525614611804,4.609533227048814,7.7039993152618536,3.0,294.0,320.3999938964844,0.13,0.01,0.93,
Sun Dec 29 16:17:32 GMT-05:00 2024,29-dic-2024 16:17:33.579,-72.92527165263891,4.60954328533262,7.30799970340729,3.0,295.0,313.20001220703125,0.0,0.0,0.88,
Sun Dec 29 16:17:33 GMT-05:00 2024,29-dic-2024 16:17:34.580,-72.92528472840786,4.609550451859832,5.32799992752075,3.5,295.0,303.6000061035156,0.02,0.06,0.89,
Sun Dec 29 16:17:34 GMT-05:00 2024,29-dic-2024 16:17:35.578,-72.92529663071036,4.6095538046211,4.283999663352972,3.5,295.0,299.6000061035156,0.0,0.07,0.88,
Sun Dec 29 16:17:35 GMT-05:00 2024,29-dic-2024 16:17:36.578,-72.92530853301287,4.609558959491551,7.1639998445510855,3.5,295.0,291.20001220703125,0.04,0.1,0.87,
Sun Dec 29 16:17:36 GMT-05:00 2024,29-dic-2024 16:17:37.579,-72.92532202787697,4.609565329737961,5.0399997806549095,3.5,295.0,289.1000061035156,0.0,0.13,0.86,
Sun Dec 29 16:17:37 GMT-05:00 2024,29-dic-2024 16:17:38.578,-72.92533317580819,4.609568724408746,4.823999563217171,3.5,296.0,279.29998779296875,0.0,0.13,0.91,
Sun Dec 29 16:17:38 GMT-05:00 2024,29-dic-2024 16:17:39.583,-72.925343234092,4.609568053856492,4.967999851226807,3.5,295.0,263.79998779296875,0.04,0.09,0.89,
Sun Dec 29 16:17:39 GMT-05:00 2024,29-dic-2024 16:17:40.578,-72.9253466706723,4.609565287828445,2.6999999284744263,3.5,296.0,248.39999389648438,0.02,0.1,0.88,
Sun Dec 29 16:17:40 GMT-05:00 2024,29-dic-2024 16:17:41.582,-72.92535396292806,4.609560761600733,4.355999592781075,3.5,296.0,240.8000030517578,0.02,0.12,0.88,
Sun Dec 29 16:17:41 GMT-05:00 2024,29-dic-2024 16:17:42.580,-72.92536561377347,4.609552547335625,6.839999732971194,3.5,295.0,226.1999969482422,0.05,0.09,0.88,
Sun Dec 29 16:17:42 GMT-05:00 2024,29-dic-2024 16:17:43.579,-72.92537542060018,4.609542028047144,7.1639998445510855,3.5,295.0,211.1999969482422,0.06,0.06,0.89,
Sun Dec 29 16:17:43 GMT-05:00 2024,29-dic-2024 16:17:44.581,-72.92538179084659,4.609522540122271,7.271999738693239,3.5,295.0,201.1999969482422,0.06,0.08,0.88,
Sun Dec 29 16:17:44 GMT-05:00 2024,29-dic-2024 16:17:45.582,-72.92539143003523,4.6095075365155935,7.1639998445510855,3.5,295.0,206.10000610351562,0.11,0.12,0.87,
Sun Dec 29 16:17:45 GMT-05:00 2024,29-dic-2024 16:17:46.584,-72.92540106922388,4.609489012509584,9.971999667167665,3.5,295.0,201.1999969482422,0.1,0.11,0.89,
Sun Dec 29 16:17:46 GMT-05:00 2024,29-dic-2024 16:17:47.584,-72.92541716247797,4.6094616036862135,14.579998583793667,4.0,295.0,206.8000030517578,0.09,0.1,0.88,
Sun Dec 29 16:17:47 GMT-05:00 2024,29-dic-2024 16:17:48.585,-72.92543937452137,4.609429333359003,15.767999994277943,4.0,295.0,206.1999969482422,0.04,0.08,0.88,
Sun Dec 29 16:17:48 GMT-05:00 2024,29-dic-2024 16:17:49.587,-72.92546737007797,4.609390525147319,18.719998817443866,4.0,294.0,210.5,0.04,0.06,0.88,
Sun Dec 29 16:17:49 GMT-05:00 2024,29-dic-2024 16:17:50.587,-72.92549620382488,4.609349286183715,18.57599895858766,4.0,294.0,216.6999969482422,0.05,0.04,0.88,
Sun Dec 29 16:17:50 GMT-05:00 2024,29-dic-2024 16:17:51.589,-72.92552704922855,4.609310477972031,18.395998276710543,4.0,295.0,221.0,0.03,0.06,0.88,
Sun Dec 29 16:17:51 GMT-05:00 2024,29-dic-2024 16:17:52.588,-72.92555898427963,4.609272801317275,18.899999499320984,4.0,294.0,221.89999389648438,0.05,0.05,0.89,
Sun Dec 29 16:17:52 GMT-05:00 2024,29-dic-2024 16:17:53.589,-72.92558614164591,4.609232232905924,17.567999946594227,4.0,294.0,223.5,0.05,0.06,0.89,
Sun Dec 29 16:17:53 GMT-05:00 2024,29-dic-2024 16:17:54.589,-72.92561631649733,4.60919585544616,17.999999523162842,4.0,294.0,222.5,0.04,0.06,0.89,
Sun Dec 29 16:17:54 GMT-05:00 2024,29-dic-2024 16:17:55.591,-72.92564649134874,4.609161992557347,16.81199982929229,4.0,293.0,221.1999969482422,0.05,0.05,0.88,
Sun Dec 29 16:17:55 GMT-05:00 2024,29-dic-2024 16:17:56.591,-72.92567951604724,4.609137810766697,16.991998794555684,4.0,293.0,220.5,0.09,0.05,0.88,
Sun Dec 29 16:17:56 GMT-05:00 2024,29-dic-2024 16:17:57.591,-72.92571178637445,4.6091081807389855,16.055999711990353,3.5,294.0,223.39999389648438,0.0,0.0,0.88,
Sun Dec 29 16:17:57 GMT-05:00 2024,29-dic-2024 16:17:58.592,-72.92574288323522,4.609080688096583,15.371999524116518,4.0,294.0,224.1999969482422,0.0,0.03,0.88,
Sun Dec 29 16:17:58 GMT-05:00 2024,29-dic-2024 16:17:59.590,-72.92576568201184,4.609051435254514,12.63599963092804,4.0,294.0,223.1999969482422,-0.01,0.05,0.89,
Sun Dec 29 16:17:59 GMT-05:00 2024,29-dic-2024 16:18:00.592,-72.925787223503,4.609030396677554,9.971999667167665,3.5,294.0,221.5,-0.02,0.06,0.93,
Sun Dec 29 16:18:00 GMT-05:00 2024,29-dic-2024 16:18:01.592,-72.92580449022353,4.609015393070877,7.30799970340729,3.5,294.0,221.89999389648438,0.05,0.03,0.9,
Sun Dec 29 16:18:01 GMT-05:00 2024,29-dic-2024 16:18:02.591,-72.92581580579281,4.609001772478223,6.407999727249148,3.5,294.0,220.0,0.01,0.07,0.89,
Sun Dec 29 16:18:02 GMT-05:00 2024,29-dic-2024 16:18:03.591,-72.9258282110095,4.608988109976053,6.263999868392943,3.5,294.0,219.8000030517578,0.03,0.09,0.88,
Sun Dec 29 16:18:03 GMT-05:00 2024,29-dic-2024 16:18:04.593,-72.92583843693137,4.608973106369376,6.371999762535097,3.5,294.0,216.6999969482422,0.0,0.12,0.87,
Sun Dec 29 16:18:04 GMT-05:00 2024,29-dic-2024 16:18:05.592,-72.92584983631968,4.608963131904602,6.6239995155334555,3.5,293.0,216.10000610351562,0.04,0.11,0.88,
Sun Dec 29 16:18:05 GMT-05:00 2024,29-dic-2024 16:18:06.592,-72.9258609842509,4.6089470805600286,7.5959994211197,3.5,293.0,213.39999389648438,0.02,0.09,0.9,
Sun Dec 29 16:18:06 GMT-05:00 2024,29-dic-2024 16:18:07.592,-72.92586928233504,4.60892834700644,7.01999955654145,3.5,293.0,211.8000030517578,0.0,0.12,0.92,
Sun Dec 29 16:18:07 GMT-05:00 2024,29-dic-2024 16:18:08.592,-72.92587716132402,4.6089143911376595,4.751999633789069,3.5,293.0,208.89999389648438,0.05,0.13,0.86,
Sun Dec 29 16:18:08 GMT-05:00 2024,29-dic-2024 16:18:09.592,-72.92587959207594,4.608896537683904,5.075999745368961,3.5,293.0,204.6999969482422,0.0,0.14,0.9,
Sun Dec 29 16:18:09 GMT-05:00 2024,29-dic-2024 16:18:10.592,-72.92587925679982,4.608885641209781,5.32799992752075,3.5,293.0,186.89999389648438,0.0,0.18,0.88,
Sun Dec 29 16:18:10 GMT-05:00 2024,29-dic-2024 16:18:11.592,-72.92587825097144,4.608870721422136,6.767999803543091,3.5,292.0,184.0,0.05,0.21,0.86,
Sun Dec 29 16:18:11 GMT-05:00 2024,29-dic-2024 16:18:12.593,-72.92587028816342,4.6088552149012685,8.567999326705944,3.5,292.0,155.6999969482422,0.07,0.21,0.86,
Sun Dec 29 16:18:12 GMT-05:00 2024,29-dic-2024 16:18:13.593,-72.92585109360516,4.6088307816535234,10.007999631881717,3.5,292.0,142.60000610351562,-0.19,0.53,0.56,
Sun Dec 29 16:18:13 GMT-05:00 2024,29-dic-2024 16:18:14.592,-72.92583080939949,4.608804965391755,11.447999078750627,3.0,292.0,133.1999969482422,-0.13,0.64,0.64,
Sun Dec 29 16:18:14 GMT-05:00 2024,29-dic-2024 16:18:15.593,-72.92579828761518,4.608776550740004,15.839999923706046,3.0,291.0,128.8000030517578,-0.12,0.69,0.63,
Sun Dec 29 16:18:15 GMT-05:00 2024,29-dic-2024 16:18:16.593,-72.92574439197779,4.608736736699939,19.11599928760529,3.0,290.0,125.0,-0.11,0.71,0.61,
Sun Dec 29 16:18:16 GMT-05:00 2024,29-dic-2024 16:18:17.595,-72.92569829151034,4.608689337037504,22.71599919223786,2.5,289.0,131.6999969482422,-0.14,0.56,0.71,
Sun Dec 29 16:18:17 GMT-05:00 2024,29-dic-2024 16:18:18.594,-72.92564934119582,4.6086419792845845,22.13999975681304,2.5,289.0,130.89999389648438,-0.15,0.58,0.67,
Sun Dec 29 16:18:18 GMT-05:00 2024,29-dic-2024 16:18:19.597,-72.92560650967062,4.6085962979123,24.11999867439272,2.5,289.0,129.39999389648438,0.02,0.54,0.76,
Sun Dec 29 16:18:19 GMT-05:00 2024,29-dic-2024 16:18:20.596,-72.92555311694741,4.608552963472903,27.575998720169082,2.5,288.0,130.60000610351562,-0.01,0.51,0.73,
Sun Dec 29 16:18:20 GMT-05:00 2024,29-dic-2024 16:18:21.596,-72.92549645528197,4.608499906025827,28.007998296737696,2.5,288.0,131.10000610351562,-0.08,0.48,0.57,
Sun Dec 29 16:18:21 GMT-05:00 2024,29-dic-2024 16:18:22.597,-72.92544448748231,4.608448105864227,27.719998579025287,2.5,288.0,131.89999389648438,0.03,0.56,0.72,
Sun Dec 29 16:18:22 GMT-05:00 2024,29-dic-2024 16:18:23.599,-72.92539511807263,4.608400454744697,27.683999472618098,2.5,289.0,132.3000030517578,0.0,0.56,0.7,
Sun Dec 29 16:18:23 GMT-05:00 2024,29-dic-2024 16:18:24.599,-72.92534616775811,4.608351085335016,26.96399846172335,2.5,289.0,135.3000030517578,0.03,0.55,0.76,
Sun Dec 29 16:18:24 GMT-05:00 2024,29-dic-2024 16:18:25.597,-72.9252946190536,4.608301087282598,28.187998978614814,2.5,289.0,130.60000610351562,0.02,0.57,0.7,
Sun Dec 29 16:18:25 GMT-05:00 2024,29-dic-2024 16:18:26.598,-72.92524374090135,4.608252472244203,28.58399944877624,2.5,289.0,131.10000610351562,-0.06,0.47,0.76,
Sun Dec 29 16:18:26 GMT-05:00 2024,29-dic-2024 16:18:27.599,-72.92518666014075,4.608203060925007,29.663998390197776,2.5,289.0,130.8000030517578,0.07,0.5,0.77,
Sun Dec 29 16:18:27 GMT-05:00 2024,29-dic-2024 16:18:28.600,-72.92513242922723,4.608153775334358,28.1519981555939,2.5,290.0,133.3000030517578,-0.05,0.57,0.69,
Sun Dec 29 16:18:28 GMT-05:00 2024,29-dic-2024 16:18:29.598,-72.92507744394243,4.608103106729686,30.239997825622595,2.5,290.0,132.10000610351562,0.0,0.55,0.66,
Sun Dec 29 16:18:29 GMT-05:00 2024,29-dic-2024 16:18:30.600,-72.92501893825829,4.608050636015832,32.14799681377417,2.5,290.0,132.1999969482422,0.01,0.49,0.75,
Sun Dec 29 16:18:30 GMT-05:00 2024,29-dic-2024 16:18:31.598,-72.92496227659285,4.607997788116336,31.46399834251406,2.5,290.0,133.39999389648438,0.26,0.33,0.7,
Sun Dec 29 16:18:31 GMT-05:00 2024,29-dic-2024 16:18:32.599,-72.92490402236581,4.607941252179444,32.687998859405525,2.5,289.0,133.8000030517578,0.58,0.05,0.69,
Sun Dec 29 16:18:32 GMT-05:00 2024,29-dic-2024 16:18:33.602,-72.92484325356781,4.607882578857243,34.5959978475571,2.5,290.0,134.5,-0.04,0.64,0.58,
Sun Dec 29 16:18:33 GMT-05:00 2024,29-dic-2024 16:18:34.600,-72.92478709481657,4.60782210342586,31.85999709606176,2.5,289.0,136.6999969482422,0.3,0.02,0.92,
Sun Dec 29 16:18:34 GMT-05:00 2024,29-dic-2024 16:18:35.600,-72.92472917586565,4.60776150226593,33.98399758911137,2.5,289.0,136.39999389648438,-0.01,0.17,0.96,
Sun Dec 29 16:18:35 GMT-05:00 2024,29-dic-2024 16:18:36.600,-72.9246732685715,4.607698176987469,34.5959978475571,2.5,290.0,137.8000030517578,0.0,0.18,0.83,
Sun Dec 29 16:18:36 GMT-05:00 2024,29-dic-2024 16:18:37.600,-72.92461861856282,4.607633091509342,33.479999799728375,2.5,290.0,140.6999969482422,-0.05,0.17,0.86,
Sun Dec 29 16:18:37 GMT-05:00 2024,29-dic-2024 16:18:38.601,-72.92456799186766,4.60756482090801,34.27199730682378,2.5,289.0,143.5,-0.03,0.18,0.82,
Sun Dec 29 16:18:38 GMT-05:00 2024,29-dic-2024 16:18:39.602,-72.92451870627701,4.607494161464274,35.56799946975707,3.0,289.0,145.60000610351562,-0.03,0.19,0.85,
