GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Dec 28 09:55:46 GMT-05:00 2024,28-dic-2024 09:55:46.508,-73.61875360831618,4.173204246908426,49.283997183799784,2.5,435.0,39.70000076293945,0.09,0.9,0.28,
Sat Dec 28 09:55:47 GMT-05:00 2024,28-dic-2024 09:55:47.508,-73.618671214208,4.173300638794899,50.50799770069125,2.5,435.0,41.20000076293945,0.08,0.92,0.26,
Sat Dec 28 09:55:48 GMT-05:00 2024,28-dic-2024 09:55:48.508,-73.6185889877379,4.173398874700069,51.58799835872651,2.5,435.0,39.79999923706055,0.06,0.94,0.24,
Sat Dec 28 09:55:49 GMT-05:00 2024,28-dic-2024 09:55:49.508,-73.61850290559232,4.1734995832666755,52.59599737071994,2.5,435.0,40.79999923706055,0.05,0.9,0.3,
Sat Dec 28 09:55:50 GMT-05:00 2024,28-dic-2024 09:55:50.509,-73.6184190865606,4.173602135851979,52.66799901676177,2.5,434.0,40.29999923706055,0.09,0.91,0.3,
Sat Dec 28 09:55:51 GMT-05:00 2024,28-dic-2024 09:55:51.509,-73.61833250150084,4.17370137758553,52.48799833488465,2.5,434.0,40.900001525878906,0.08,0.91,0.29,
Sat Dec 28 09:55:52 GMT-05:00 2024,28-dic-2024 09:55:52.509,-73.61824482679367,4.173799026757479,51.11999795913698,2.5,434.0,41.400001525878906,0.08,0.89,0.27,
Sat Dec 28 09:55:53 GMT-05:00 2024,28-dic-2024 09:55:53.509,-73.61816025339067,4.173896173015237,52.055998758316036,2.5,434.0,42.29999923706055,0.07,0.89,0.27,
Sat Dec 28 09:55:54 GMT-05:00 2024,28-dic-2024 09:55:54.509,-73.6180709861219,4.1739955404773355,53.17199680614476,2.5,434.0,42.20000076293945,0.08,0.91,0.29,
Sat Dec 28 09:55:55 GMT-05:00 2024,28-dic-2024 09:55:55.509,-73.61797962337732,4.174093944020569,52.66799901676177,2.5,434.0,42.79999923706055,0.1,0.9,0.28,
Sat Dec 28 09:55:56 GMT-05:00 2024,28-dic-2024 09:55:56.509,-73.61788909882307,4.174188701435924,50.68799838256837,2.5,433.0,43.400001525878906,0.1,0.91,0.28,
Sat Dec 28 09:55:57 GMT-05:00 2024,28-dic-2024 09:55:57.510,-73.61779647879303,4.174280692823231,52.523995724678116,2.5,433.0,47.5,0.09,0.9,0.26,
Sat Dec 28 09:55:58 GMT-05:00 2024,28-dic-2024 09:55:58.509,-73.61769807524979,4.17436933144927,51.98399711227421,2.5,433.0,48.70000076293945,0.09,0.9,0.27,
Sat Dec 28 09:55:59 GMT-05:00 2024,28-dic-2024 09:55:59.510,-73.61759891733527,4.174455497413874,52.45199751186374,2.5,433.0,48.20000076293945,0.09,0.9,0.27,
Sat Dec 28 09:56:00 GMT-05:00 2024,28-dic-2024 09:56:00.510,-73.61750118434429,4.174541789107025,52.0919961481095,2.5,432.0,48.5,0.07,0.91,0.27,
Sat Dec 28 09:56:01 GMT-05:00 2024,28-dic-2024 09:56:01.511,-73.61740135587752,4.174627284519374,53.45999652385717,2.5,432.0,49.599998474121094,0.07,0.9,0.27,
Sat Dec 28 09:56:02 GMT-05:00 2024,28-dic-2024 09:56:02.511,-73.61729800701141,4.1747132409363985,53.45999652385717,2.5,432.0,49.900001525878906,0.09,0.92,0.29,
Sat Dec 28 09:56:03 GMT-05:00 2024,28-dic-2024 09:56:03.511,-73.61719633452594,4.174800664186478,53.74799624156958,2.5,432.0,48.900001525878906,0.09,0.9,0.28,
Sat Dec 28 09:56:04 GMT-05:00 2024,28-dic-2024 09:56:04.511,-73.61709726043046,4.174886788241565,51.91199889945983,2.5,432.0,48.79999923706055,0.08,0.89,0.28,
Sat Dec 28 09:56:05 GMT-05:00 2024,28-dic-2024 09:56:05.511,-73.61700137145817,4.174973792396486,51.91199889945983,2.5,431.0,48.5,0.09,0.89,0.28,
Sat Dec 28 09:56:06 GMT-05:00 2024,28-dic-2024 09:56:06.512,-73.61690397374332,4.1750613413751125,52.235996006965706,2.5,432.0,47.0,0.12,0.91,0.29,
Sat Dec 28 09:56:07 GMT-05:00 2024,28-dic-2024 09:56:07.512,-73.61680967733264,4.175151824019849,52.84799626541144,2.5,432.0,45.900001525878906,0.1,0.9,0.29,
Sat Dec 28 09:56:08 GMT-05:00 2024,28-dic-2024 09:56:08.513,-73.61671546474099,4.1752436477690935,52.631998193740856,2.5,433.0,44.29999923706055,0.07,0.9,0.3,
Sat Dec 28 09:56:09 GMT-05:00 2024,28-dic-2024 09:56:09.513,-73.61662234179676,4.175339411012828,52.19999861717224,2.5,433.0,44.20000076293945,0.09,0.9,0.29,
Sat Dec 28 09:56:10 GMT-05:00 2024,28-dic-2024 09:56:10.513,-73.616535756737,4.17543550953269,50.975998100280776,2.5,433.0,42.900001525878906,0.1,0.9,0.29,
Sat Dec 28 09:56:11 GMT-05:00 2024,28-dic-2024 09:56:11.513,-73.61644690856338,4.175531943328679,50.90399645423895,3.0,433.0,43.900001525878906,0.06,0.91,0.29,
Sat Dec 28 09:56:12 GMT-05:00 2024,28-dic-2024 09:56:12.513,-73.61635856330395,4.175629215314984,51.11999795913698,3.0,433.0,42.70000076293945,0.08,0.91,0.28,
Sat Dec 28 09:56:13 GMT-05:00 2024,28-dic-2024 09:56:13.514,-73.6162659432739,4.175719320774078,51.80399643039709,3.0,433.0,45.20000076293945,0.09,0.9,0.28,
Sat Dec 28 09:56:14 GMT-05:00 2024,28-dic-2024 09:56:14.514,-73.61616971902549,4.175813617184758,51.65999657154089,3.0,433.0,45.20000076293945,0.08,0.91,0.29,
Sat Dec 28 09:56:15 GMT-05:00 2024,28-dic-2024 09:56:15.514,-73.61607852391899,4.175906572490931,52.01999793529512,3.0,433.0,44.400001525878906,0.07,0.9,0.28,
Sat Dec 28 09:56:16 GMT-05:00 2024,28-dic-2024 09:56:16.514,-73.61598749645054,4.176000449806452,51.37199685382848,3.0,433.0,44.70000076293945,0.08,0.9,0.28,
Sat Dec 28 09:56:17 GMT-05:00 2024,28-dic-2024 09:56:17.514,-73.61589529551566,4.176092064008117,51.335996030807564,3.0,433.0,44.599998474121094,0.09,0.89,0.27,
Sat Dec 28 09:56:18 GMT-05:00 2024,28-dic-2024 09:56:18.514,-73.61580535769463,4.176184725947678,50.975998100280776,3.0,433.0,44.099998474121094,0.07,0.9,0.28,
Sat Dec 28 09:56:19 GMT-05:00 2024,28-dic-2024 09:56:19.514,-73.61571776680648,4.17627717833966,50.61599673652654,3.0,433.0,42.5,0.08,0.91,0.28,
Sat Dec 28 09:56:20 GMT-05:00 2024,28-dic-2024 09:56:20.515,-73.61563009209931,4.1763713071122766,52.235996006965706,3.0,433.0,43.599998474121094,0.04,0.9,0.28,
Sat Dec 28 09:56:21 GMT-05:00 2024,28-dic-2024 09:56:21.515,-73.61553663387895,4.176465100608766,52.55999654769903,3.0,433.0,43.29999923706055,0.06,0.9,0.29,
Sat Dec 28 09:56:22 GMT-05:00 2024,28-dic-2024 09:56:22.515,-73.61544133163989,4.176556169986725,52.95599873447418,3.0,432.0,43.5,0.08,0.9,0.27,
Sat Dec 28 09:56:23 GMT-05:00 2024,28-dic-2024 09:56:23.515,-73.61535357311368,4.176647658459842,52.19999861717224,2.5,431.0,43.5,0.06,0.9,0.28,
Sat Dec 28 09:56:24 GMT-05:00 2024,28-dic-2024 09:56:24.516,-73.61526405438781,4.176738308742642,51.58799835872651,3.0,431.0,43.599998474121094,0.08,0.92,0.29,
Sat Dec 28 09:56:25 GMT-05:00 2024,28-dic-2024 09:56:25.515,-73.61517436802387,4.176831557415426,51.01199892330169,3.0,431.0,43.400001525878906,0.07,0.91,0.29,
Sat Dec 28 09:56:26 GMT-05:00 2024,28-dic-2024 09:56:26.515,-73.61508158035576,4.176924847997725,51.73199821758271,3.0,431.0,45.20000076293945,0.06,0.91,0.29,
Sat Dec 28 09:56:27 GMT-05:00 2024,28-dic-2024 09:56:27.516,-73.61499046906829,4.177016504108906,51.51599671268468,3.0,431.0,45.599998474121094,0.06,0.91,0.3,
Sat Dec 28 09:56:28 GMT-05:00 2024,28-dic-2024 09:56:28.516,-73.61490069888532,4.177106525748968,50.79599741840366,3.0,431.0,43.900001525878906,0.07,0.9,0.26,
